title,label1,label2,label3,label4,label5
Deep Convolutional Neural Network Inference with Floating-point Weights and Fixed-point Activations,CSC,,,,
Voids in the Cosmic Web as a probe of dark energy,,PHY,,,
Templated ligation can create a hypercycle replication network,,,,QBY,
Variational characterization of H^p,,,,,
Towards Deep Learning Models Resistant to Adversarial Attacks,CSC,,STA,,
Internal delensing of Planck CMB temperature and polarization,,PHY,,,
Renaissance: Self-Stabilizing Distributed SDN Control Plane,CSC,,,,
Robust and Scalable Power System State Estimation via Composite Optimization,CSC,,,,
A new algorithm for constraint satisfaction problems with few subpowers templates,,,,,
Testing of General Relativity with Geodetic VLBI,,PHY,,,
An unbiased estimator for the ellipticity from image moments,,PHY,STA,,
Spectral estimation of the percolation transition in clustered networks,CSC,PHY,STA,,
Collapsibility to a subcomplex of a given dimension is NP-complete,CSC,,,,
"Run, skeleton, run: skeletal model in a physics-based simulation",CSC,,STA,,
Affect Estimation in 3D Space Using Multi-Task Active Learning for Regression,CSC,,STA,,
Sparse Markov Decision Processes with Causal Sparse Tsallis Entropy Regularization for Reinforcement Learning,CSC,,STA,,
Mid-infrared Spectroscopic Observations of the Dust-forming Classical Nova V2676 Oph,,PHY,,,
An invitation to 2D TQFT and quantization of Hitchin spectral curves,,,,,
An Ensemble Classification Algorithm Based on Information Entropy for Data Streams,CSC,,,,
Competition between disorder and interaction effects in 3D Weyl semimetals,,PHY,,,
Mixing properties and central limit theorem for associated point processes,,,STA,,
Computational landscape of user behavior on social media,CSC,,STA,,
Simulating optical coherence tomography for observing nerve activity: a finite difference time domain bi-dimensional model,,PHY,,,
On Achievable Rates of AWGN Energy-Harvesting Channels with Block Energy Arrival and Non-Vanishing Error Probabilities,CSC,,,,
Probabilistic Projection of Subnational Total Fertility Rates,,,STA,,
Optimising the topological information of the $A_\infty$-persistence groups,CSC,,,,
Transmission XMCD-PEEM imaging of an engineered vertical FEBID cobalt nanowire with a domain wall,,PHY,,,
A Deep Neural Network Surrogate for High-Dimensional Random Partial Differential Equations,CSC,,STA,,
Fluid photonic crystal from colloidal quantum dots,,PHY,,,
Subject Selection on a Riemannian Manifold for Unsupervised Cross-subject Seizure Detection,CSC,,STA,,
On a Surprising Oversight by John S. Bell in the Proof of his Famous Theorem,,PHY,,,
On the higher derivatives of the inverse tangent function,,,,,
Science with e-ASTROGAM (A space mission for MeV-GeV gamma-ray astrophysics),,PHY,,,
$J_1$-$J_2$ square lattice antiferromagnetism in the orbitally quenched insulator MoOPO$_4$,,PHY,,,
Eventness: Object Detection on Spectrograms for Temporal Localization of Audio Events,CSC,,,,
Bayesian Scale Estimation for Monocular SLAM Based on Generic Object Detection for Correcting Scale Drift,CSC,,,,
A Linear-time Algorithm for Orthogonal Watchman Route Problem with Minimum Bends,CSC,,,,
A note on surjectivity of piecewise affine mappings,,,,,
Intrinsic Gaussian processes on complex constrained domains,,,STA,,
Adaptive Interference Removal for Un-coordinated Radar/Communication Co-existence,CSC,,STA,,
Learning Credible Models,CSC,,STA,,
The common patterns of abundance: the log series and Zipf's law,,,,QBY,
Modular meta-learning,CSC,,STA,,
Universal experimental test for the role of free charge carriers in thermal Casimir effect within a micrometer separation range,,PHY,,,
Gauss-Bonnet for matrix conformally rescaled Dirac,,,,,
Multi-Pose Face Recognition Using Hybrid Face Features Descriptor,CSC,,,,
Freed-Moore K-theory,,,,,
Dirac dispersion and non-trivial Berry's phase in three-dimensional semimetal RhSb3,,PHY,,,
Fréchet Analysis Of Variance For Random Objects,,,STA,,
Backward Simulation of Stochastic Process using a Time Reverse Monte Carlo method,,PHY,STA,,
Spectral Inference Networks: Unifying Spectral Methods With Deep Learning,,,STA,,
Heavy tailed spatial autocorrelation models,,,STA,,
Only Bayes should learn a manifold (on the estimation of differential geometric structure from data),,,STA,,
Predictive modelling of training loads and injury in Australian football,,,STA,,
Level structure of deeply bound levels of the $c^3Σ_g^+$ state of $^{87}\text{Rb}_2$,,PHY,,,
The mod 2 cohomology of the infinite families of Coxeter groups of type B and D as almost Hopf rings,,,,,
Geometry-Based Optimization of One-Way Quantum Computation Measurement Patterns,CSC,,,,
Categorical entropy for Fourier-Mukai transforms on generic abelian surfaces,,,,,
Machine Learning Approach to RF Transmitter Identification,CSC,,STA,,
Analyzing Chaos in Higher Order Disordered Quartic-Sextic Klein-Gordon Lattices Using $q$-Statistics,,PHY,,,
UV/EUV High-Throughput Spectroscopic Telescope: A Next Generation Solar Physics Mission white paper,,PHY,,,
Investigating Collaboration Within Online Communities: Software Development Vs. Artistic Creation,CSC,,,,
Safe Non-blocking Synchronization in Ada 202x,CSC,,,,
Rotational Unit of Memory,CSC,,STA,,
A Bayesian Approach for Inferring Local Causal Structure in Gene Regulatory Networks,,,STA,QBY,
$η$-metric structures,,,,,
Statistical Analysis of Precipitation Events,,,STA,,
Reinforced Cross-Modal Matching and Self-Supervised Imitation Learning for Vision-Language Navigation,CSC,,,,
Proton Beam Intensity Upgrades for the Neutrino Program at Fermilab,,PHY,,,
On indecomposable $τ$-rigid modules over cluster-tilted algebras of tame type,,,,,
Tensors Come of Age: Why the AI Revolution will help HPC,CSC,,,,
Discriminative conditional restricted Boltzmann machine for discrete choice and latent variable modelling,CSC,,,,
LLASSO: A linear unified LASSO for multicollinear situations,,,STA,,
Filamentary fragmentation in a turbulent medium,,PHY,,,
Uncovering the role of flow rate in redox-active polymer flow batteries: simulation of reaction distributions with simultaneous mixing in tanks,,PHY,,,
The magnetocaloric effect from the point of view of Tsallis non-extensive thermostatistics,,PHY,,,
"Reheating, thermalization and non-thermal gravitino production in MSSM inflation",,PHY,,,
Emotion Controlled Spectrum Mobility Scheme for Efficient Syntactic Interoperability In Cognitive Radio Based Internet of Vehicles,CSC,,,,
Rota-Baxter modules toward derived functors,,,,,
Video Pandemics: Worldwide Viral Spreading of Psy's Gangnam Style Video,CSC,,,,
Orthogonal foliations on riemannian manifolds,,,,,
Mapping Objects to Persistent Predicates,CSC,,,,
Efficient modified Jacobi-Bernstein basis transformations,,,,,
Cospectral mates for the union of some classes in the Johnson association scheme,CSC,,,,
Electromagnetic properties of terbium gallium garnet at millikelvin temperatures and single photon energy,,PHY,,,
The abundance of compact quiescent galaxies since z ~ 0.6,,PHY,,,
Combining Probabilistic Load Forecasts,,,STA,,
Stability and instability of the sub-extremal Reissner-Nordström black hole interior for the Einstein-Maxwell-Klein-Gordon equations in spherical symmetry,,,,,
Using JAGS for Bayesian Cognitive Diagnosis Modeling: A Tutorial,,,STA,,
Deep Convolutional Framelet Denosing for Low-Dose CT via Wavelet Residual Network,CSC,,STA,,
Static Analysis of Deterministic Negotiations,CSC,,,,
"Wild character varieties, meromorphic Hitchin systems and Dynkin diagrams",,PHY,,,
A mathematical characterization of confidence as valid belief,,,STA,,
Optimal Control Problems with Symmetry Breaking Cost Functions,CSC,,,,
Multiplying a Gaussian Matrix by a Gaussian Vector,,,STA,,
NEON+: Accelerated Gradient Methods for Extracting Negative Curvature for Non-Convex Optimization,,,STA,,
Optimal Energy Distribution with Energy Packet Networks,CSC,,,,
A refined version of Grothendieck's anabelian conjecture for hyperbolic curves over finite fields,,,,,
A discussion about LNG Experiment: Irreversible or Reversible Generation of the OR Logic Gate?,CSC,,,,
"On $(σ,δ)$-skew McCoy modules",,,,,
Bivariate Exponentiated Generalized Linear Exponential Distribution with Applications in Reliability Analysis,,,STA,,
Soft-proton exchange on Magnesium-oxide-doped substrates a route toward efficient and power-resistant nonlinear converters,,PHY,,,
Optimized Cost per Click in Taobao Display Advertising,CSC,,STA,,
Recursive constructions and their maximum likelihood decoding,CSC,,,,
Development of a 32-channel ASIC for an X-ray APD Detector onboard the ISS,,PHY,,,
Impact of Detour-Aware Policies on Maximizing Profit in Ridesharing,CSC,,,,
Optimal lower exponent for the higher gradient integrability of solutions to two-phase elliptic equations in two dimensions,,,,,
On the existence of young embedded clusters at high Galactic latitude,,PHY,,,
The risk of contagion spreading and its optimal control in the economy,,,,,QFI
A Learning-to-Infer Method for Real-Time Power Grid Topology Identification,CSC,,STA,,
Convergence analysis of belief propagation for pairwise linear Gaussian models,CSC,,STA,,
Banach-Alaoglu theorem for Hilbert $H^*$-module,,,,,
An Overflow Free Fixed-point Eigenvalue Decomposition Algorithm: Case Study of Dimensionality Reduction in Hyperspectral Images,CSC,,,,
Incentivized Advertising: Treatment Effect and Adverse Selection,,,STA,,
Prospects for indirect MeV Dark Matter detection with Gamma Rays in light of Cosmic Microwave Background Constraints,,PHY,,,
Special cases of the orbifold version of Zvonkine's $r$-ELSV formula,,,,,
From homogeneous metric spaces to Lie groups,,,,,
Growth of Sobolev norms for abstract linear Schrödinger Equations,,,,,
Trust-Based Collaborative Filtering: Tackling the Cold Start Problem Using Regular Equivalence,CSC,,,,
Experimental parametric study of the self-coherent camera,,PHY,,,
A Comparison of Parallel Graph Processing Implementations,CSC,,,,
A note on optimization with Morse polynomials,,,,,
Compression of Deep Neural Networks for Image Instance Retrieval,CSC,,,,
Finite temperature disordered bosons in two dimensions,,PHY,,,
Morphology and properties evolution upon ring-opening polymerization during extrusion of cyclic butylene terephthalate and graphene-related-materials into thermally conductive nanocomposites,,PHY,,,
Financial density forecasts: A comprehensive comparison of risk-neutral and historical schemes,,,STA,,QFI
Deep Room Recognition Using Inaudible Echos,CSC,,,,
Linguistic Diversities of Demographic Groups in Twitter,CSC,,,,
And That's A Fact: Distinguishing Factual and Emotional Argumentation in Online Dialogue,CSC,,,,
A conservative sharp-interface method for compressible multi-material flows,,PHY,,,
Complexity of products: the effect of data regularisation,,,,,QFI
A review on applications of two-dimensional materials in surface enhanced Raman spectroscopy,,PHY,,,
A variety of elastic anomalies in orbital-active nearly-itinerant cobalt vanadate spinel,,PHY,,,
Anomaly Detection using One-Class Neural Networks,,,STA,,
"Low Cost, Open-Source Testbed to Enable Full-Sized Automated Vehicle Research",CSC,,,,
Sub-sampled Cubic Regularization for Non-convex Optimization,CSC,,STA,,
Emergence of Seismic Metamaterials: Current State and Future Perspectives,,PHY,,,
Case studies in network community detection,CSC,PHY,,,
Multi-particle instability in a spin-imbalanced Fermi gas,,PHY,,,
Weighted boundedness of maximal functions and fractional Bergman operators,,,,,
A Framework for Algorithm Stability,CSC,,,,
A Survey of Question Answering for Math and Science Problem,CSC,,,,
Thermal and structural properties of iron at high pressure by molecular dynamics,,PHY,,,
Interacting Fields and Flows: Magnetic Hot Jupiters,,PHY,,,
From which world is your graph?,CSC,,STA,,
Topological and Hodge L-Classes of Singular Covering Spaces and Varieties with Trivial Canonical Class,,,,,
Identities for the shifted harmonic numbers and binomial coefficients,,,,,
Mechanism of light energy transport in the avian retina,,PHY,,,
"The Molecular Structures of Local Arm and Perseus Arm in the Galactic Region of l=[139.75,149.75]$^\circ$, b=[-5.25,5.25]$^\circ$",,PHY,,,
"The Theory is Predictive, but is it Complete? An Application to Human Perception of Randomness",CSC,,STA,,
Clustering with Statistical Error Control,,,STA,,
DNA Base Pair Mismatches Induce Structural Changes and Alter the Free Energy Landscape of Base Flip,,,,QBY,
Average sampling and average splines on combinatorial graphs,CSC,,,,
Hilbert isometries and maximal deviation preserving maps on JB-algebras,,,,,
Visual Entailment: A Novel Task for Fine-Grained Image Understanding,CSC,,,,
On relations between weak and strong type inequalities for maximal operators on non-doubling metric measure spaces,,,,,
Random Caching Based Cooperative Transmission in Heterogeneous Wireless Networks,CSC,,,,
Electronic characteristics of ultrathin SrRuO$_3$ films and their relationship with the metal$-$insulator transition,,PHY,,,
Solution properties of a 3D stochastic Euler fluid equation,,PHY,,,
Existence of locally maximally entangled quantum states via geometric invariant theory,,,,,
Convergence of the Expectation-Maximization Algorithm Through Discrete-Time Lyapunov Stability Theory,CSC,,,,
A Non-monotone Alternating Updating Method for A Class of Matrix Factorization Problems,,,STA,,
Fast Rates of ERM and Stochastic Approximation: Adaptive to Error Bound Conditions,,,STA,,
Combining the $k$-CNF and XOR Phase-Transitions,CSC,,,,
Advertising and Brand Attitudes: Evidence from 575 Brands over Five Years,,,,,QFI
NMR studies of the topological insulator Bi2Te3,,PHY,,,
